1	14 Mar 25	13:30:00	24	0	7	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	14 Mar 25	13:31:00	1	0	7	0	CT	0	0	15	25	15	24	30	34	59	58	9	30	28	7	31	47	40	30	11	44	66	38	48	70	40	99	72	26	60	21	71	49	41	31
3	14 Mar 25	13:32:00	1	0	7	0	CT	0	1	10	31	36	53	49	46	61	73	41	51	43	26	50	49	42	56	27	26	60	34	63	59	55	81	63	52	75	43	60	59	45	46
4	14 Mar 25	13:33:00	1	0	7	0	CT	0	1	16	24	44	19	77	17	57	53	38	57	39	33	54	38	35	75	21	48	49	47	64	75	45	68	51	25	81	43	28	40	40	50
5	14 Mar 25	13:34:00	1	0	7	0	CT	0	1	51	32	32	39	66	9	69	46	55	59	43	10	46	41	34	64	42	35	40	45	60	55	47	74	50	48	46	12	62	53	38	63
6	14 Mar 25	13:35:00	1	0	7	0	CT	0	1	34	30	19	33	41	23	59	49	29	49	53	26	34	37	13	48	26	68	48	42	57	55	40	47	39	41	44	0	0	63	36	27
7	14 Mar 25	13:36:00	1	0	7	0	CT	0	1	5	46	0	27	39	28	76	69	29	58	60	31	45	40	8	33	3	67	37	44	40	56	38	66	34	17	56	0	0	48	35	32
8	14 Mar 25	13:37:00	1	0	7	0	CT	0	1	41	30	0	26	36	31	54	52	35	67	32	35	35	50	1	58	28	55	59	38	47	44	44	67	40	42	38	0	21	33	32	34
9	14 Mar 25	13:38:00	1	0	7	0	CT	0	1	30	18	0	19	24	12	41	54	31	66	51	30	39	27	0	48	2	48	56	28	53	49	42	53	37	29	31	0	30	45	34	8
10	14 Mar 25	13:39:00	1	0	7	0	CT	0	1	26	27	0	31	45	0	22	43	27	65	8	28	36	33	0	28	10	38	42	25	34	25	37	46	42	21	46	0	8	22	18	1
11	14 Mar 25	13:40:00	1	0	7	0	CT	0	1	43	32	0	51	34	0	43	47	42	55	59	23	27	43	0	71	33	0	48	35	22	53	46	62	29	27	81	0	19	31	39	4
12	14 Mar 25	13:41:00	1	0	7	0	CT	0	1	20	27	0	39	41	0	45	44	34	72	37	9	13	42	0	84	19	0	40	17	31	30	45	65	40	1	68	0	0	13	40	0
13	14 Mar 25	13:42:00	1	0	7	0	CT	0	1	34	23	0	50	26	0	46	57	44	60	33	0	41	33	0	57	34	28	24	31	0	54	37	78	28	0	41	0	3	32	33	0
